school,sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,passed
GP,M,17,R,GT3,T,2,2,2,2,0,no,yes,yes,yes,yes,yes,no,4,5,2,1,1,1,4,yes
GP,M,17,U,GT3,T,4,4,1,2,0,yes,yes,no,yes,yes,yes,yes,4,5,5,1,3,2,14,no
GP,M,16,U,GT3,T,4,4,1,2,0,no,yes,yes,yes,yes,yes,no,4,2,4,2,4,1,2,yes
GP,M,16,U,LE3,T,1,1,2,2,0,no,yes,yes,no,yes,yes,no,3,4,2,1,1,5,18,no
GP,M,16,U,GT3,T,3,2,2,3,0,no,no,no,yes,yes,yes,yes,5,3,3,1,3,2,10,yes
GP,M,17,U,LE3,T,2,2,1,2,0,no,no,yes,yes,yes,yes,yes,4,4,2,5,5,4,4,yes
GP,F,16,U,GT3,T,2,1,1,1,0,no,no,no,no,yes,yes,yes,4,5,2,1,1,5,20,yes
GP,F,17,R,GT3,T,2,1,3,2,0,no,no,no,yes,yes,no,no,2,1,1,1,1,3,2,yes
GP,M,18,U,GT3,T,2,2,1,2,1,no,no,no,no,no,yes,no,5,5,4,3,5,2,0,no
GP,M,17,U,LE3,T,4,3,2,2,0,no,no,no,yes,yes,yes,yes,2,5,5,1,4,5,14,yes
GP,M,17,R,LE3,A,4,4,2,2,0,no,yes,yes,no,yes,yes,no,3,3,3,2,3,4,2,yes
GP,M,16,U,LE3,T,4,3,1,1,0,no,no,no,yes,yes,yes,no,5,4,5,1,1,3,0,no
GP,M,16,U,GT3,T,4,4,1,1,0,no,no,no,yes,yes,yes,no,5,3,2,1,2,5,0,yes
GP,F,18,U,GT3,T,2,1,2,3,0,no,yes,yes,no,yes,yes,yes,4,4,4,1,1,3,0,no
GP,M,16,U,GT3,T,2,1,3,1,0,no,no,no,no,yes,yes,no,4,3,3,1,1,4,6,yes
GP,M,17,U,GT3,T,2,3,2,1,0,no,no,no,no,yes,yes,no,5,2,2,1,1,2,4,yes
GP,M,22,U,GT3,T,3,1,1,1,3,no,no,no,no,no,yes,yes,5,4,5,5,5,1,16,no
GP,M,18,R,LE3,T,3,3,1,2,1,no,yes,no,no,yes,yes,yes,4,3,3,1,3,5,8,no
GP,M,16,U,GT3,T,0,2,1,1,0,no,no,yes,no,yes,yes,no,4,3,2,2,4,5,0,yes
GP,M,18,U,GT3,T,3,2,2,1,1,no,no,no,no,no,yes,no,4,4,5,2,4,5,0,no
GP,M,16,U,GT3,T,3,3,3,2,0,yes,yes,no,no,yes,yes,no,5,3,3,1,3,2,6,yes
GP,M,18,U,GT3,T,2,1,1,1,1,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,no
GP,M,16,R,GT3,T,2,1,2,1,0,no,no,no,yes,yes,no,no,3,3,2,1,3,3,0,no
GP,M,17,R,GT3,T,2,1,1,1,0,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,yes
GP,M,17,U,LE3,T,1,1,2,1,1,no,yes,no,yes,yes,yes,no,4,4,4,1,2,5,2,no
GP,F,17,U,LE3,T,4,2,1,4,0,no,yes,yes,yes,yes,yes,no,4,2,3,1,1,4,6,yes
GP,M,19,U,LE3,A,4,3,1,2,0,no,yes,no,no,yes,yes,no,4,3,1,1,1,1,12,yes
GP,M,18,U,GT3,T,2,1,1,2,0,no,no,no,yes,yes,yes,no,5,2,4,1,2,4,8,yes
GP,F,17,U,LE3,T,2,2,1,4,0,no,no,yes,yes,yes,yes,yes,3,4,1,1,1,2,0,no
GP,F,18,U,GT3,T,4,3,1,2,0,no,yes,yes,no,yes,yes,yes,3,1,2,1,3,2,21,yes
GP,M,18,U,GT3,T,4,3,1,2,0,no,yes,yes,no,yes,yes,no,4,3,2,1,1,3,2,no
GP,M,18,R,GT3,T,3,2,1,3,0,no,no,no,yes,yes,no,no,5,3,2,1,1,3,1,yes
GP,F,17,U,GT3,T,3,3,1,3,0,no,no,no,yes,yes,no,no,3,2,3,1,1,4,4,no
GP,F,18,U,GT3,T,2,2,1,3,0,no,yes,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,no
GP,M,18,R,LE3,A,3,4,2,2,0,no,yes,yes,yes,yes,yes,no,4,2,5,3,4,1,13,yes
GP,M,17,U,GT3,T,3,1,1,2,0,no,no,yes,yes,yes,yes,yes,5,4,4,3,4,5,2,yes
GP,F,18,R,GT3,T,4,4,2,2,0,no,no,yes,yes,yes,yes,no,4,3,4,2,2,4,8,yes
GP,M,18,U,GT3,T,4,2,1,2,0,no,yes,yes,yes,yes,yes,yes,5,4,5,1,3,5,10,yes
GP,F,18,R,GT3,T,2,1,2,2,0,no,yes,no,no,no,yes,yes,4,3,5,1,2,3,0,no
GP,F,19,U,GT3,T,3,3,1,2,2,no,yes,yes,yes,yes,yes,no,4,3,5,3,3,5,15,no
GP,F,18,U,GT3,T,2,3,1,4,0,no,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,yes
GP,F,18,U,LE3,T,1,1,2,2,0,no,yes,yes,no,yes,no,no,4,4,3,1,1,3,2,yes
GP,M,17,R,GT3,T,1,2,1,2,0,no,yes,yes,yes,yes,no,yes,3,5,2,2,2,1,2,yes
GP,F,17,U,GT3,T,2,4,2,2,0,no,yes,yes,no,yes,yes,yes,4,3,3,1,1,1,2,yes
GP,F,17,U,LE3,T,2,2,2,2,0,yes,yes,yes,no,yes,yes,yes,4,4,4,2,3,5,6,yes
GP,F,18,R,GT3,A,3,2,2,2,0,no,no,no,no,no,yes,yes,4,1,1,1,1,5,75,no
GP,M,18,U,GT3,T,4,4,2,1,0,no,no,yes,yes,yes,yes,no,3,2,4,1,4,3,22,no
GP,F,18,U,GT3,T,4,4,1,2,1,yes,yes,no,yes,yes,yes,yes,2,4,4,1,1,4,15,no
GP,M,18,U,LE3,T,4,3,2,1,0,no,no,yes,yes,yes,yes,no,4,2,3,1,2,1,8,yes
GP,M,17,U,LE3,A,4,1,2,1,0,no,no,yes,yes,yes,yes,yes,4,5,4,2,4,5,30,no
GP,M,17,U,LE3,A,3,2,1,1,1,no,no,no,no,yes,yes,no,4,4,4,3,4,3,19,yes
GP,F,18,R,LE3,T,1,1,2,4,0,no,yes,yes,yes,yes,no,no,5,2,2,1,1,3,1,yes
GP,F,18,U,GT3,T,1,1,2,2,0,yes,no,no,yes,yes,yes,no,5,4,4,1,1,4,4,yes
GP,F,17,U,GT3,T,2,2,1,2,0,no,yes,no,no,yes,yes,no,5,4,5,1,2,5,4,yes
GP,M,17,U,GT3,T,1,1,1,2,0,no,no,yes,no,yes,yes,no,4,3,3,1,2,4,2,yes
GP,F,18,U,GT3,T,2,2,1,3,0,no,yes,yes,no,yes,yes,no,4,3,3,1,2,2,5,yes
GP,F,17,U,GT3,T,1,1,1,3,0,no,yes,yes,no,yes,yes,no,4,3,3,1,1,3,6,yes
GP,M,18,U,GT3,T,2,1,1,3,0,no,no,yes,yes,yes,yes,no,4,2,4,1,3,2,6,yes
GP,M,18,U,LE3,A,4,4,1,2,0,no,yes,yes,yes,yes,yes,no,5,4,3,1,1,2,9,yes
GP,M,18,U,GT3,T,4,2,1,2,0,no,yes,yes,yes,yes,yes,yes,4,3,2,1,4,5,11,yes
GP,F,17,U,GT3,T,4,3,1,3,0,no,yes,yes,no,yes,yes,no,4,2,2,1,2,3,0,yes
GP,F,18,U,LE3,T,2,1,1,2,1,no,no,no,no,yes,yes,yes,5,4,3,1,1,5,12,yes
GP,F,17,R,LE3,T,3,1,2,4,0,no,yes,yes,no,yes,no,no,3,1,2,1,1,3,6,yes
GP,M,18,R,LE3,T,3,2,2,3,0,no,yes,yes,yes,yes,yes,no,5,4,2,1,1,4,8,yes
GP,M,17,U,GT3,T,3,3,1,1,0,no,yes,yes,no,yes,yes,no,4,4,3,1,3,5,4,yes
GP,F,19,U,GT3,T,4,4,2,2,0,no,yes,yes,yes,yes,yes,no,2,3,4,2,3,2,0,no
GP,F,18,U,LE3,T,4,3,2,2,0,no,yes,yes,no,yes,yes,yes,4,4,5,1,2,2,10,no
GP,F,18,U,GT3,T,4,3,1,4,0,no,yes,yes,no,yes,yes,no,4,3,3,1,1,3,0,yes
GP,M,18,U,LE3,T,4,4,1,1,0,no,yes,yes,no,yes,yes,yes,1,4,2,2,2,1,5,yes
GP,F,18,U,LE3,A,4,4,1,2,0,no,yes,no,no,yes,yes,yes,4,2,4,1,1,4,14,yes
GP,M,17,U,LE3,T,4,4,2,1,0,no,no,yes,no,yes,yes,no,4,1,1,2,2,5,0,yes
GP,F,17,U,GT3,T,4,2,2,3,0,no,yes,yes,no,yes,yes,no,4,3,3,1,1,3,0,yes
GP,F,17,U,GT3,T,3,2,1,4,0,no,yes,yes,yes,yes,yes,no,5,2,2,1,2,5,0,yes
GP,M,19,U,GT3,T,3,3,1,2,1,no,yes,no,yes,yes,yes,yes,4,4,4,1,1,3,20,yes
GP,F,18,U,GT3,T,2,4,1,2,1,no,yes,yes,yes,yes,yes,no,4,4,3,1,1,3,8,yes
GP,M,20,U,GT3,A,3,2,1,1,0,no,no,no,yes,yes,no,no,5,5,3,1,1,5,0,yes
GP,M,19,U,GT3,T,4,4,2,1,1,no,yes,yes,no,yes,yes,yes,4,3,4,1,1,4,38,no
GP,M,19,R,GT3,T,3,3,1,2,1,no,no,no,yes,yes,no,yes,4,5,3,1,2,5,0,yes
GP,F,19,U,LE3,T,1,1,1,2,1,yes,yes,no,yes,yes,yes,no,4,4,3,1,3,3,18,yes
GP,F,19,U,LE3,T,1,2,1,2,1,no,no,no,yes,yes,no,yes,4,2,4,2,2,3,0,no
GP,F,19,U,GT3,T,2,1,3,2,0,no,yes,no,no,no,yes,yes,3,4,1,1,1,2,20,yes
GP,M,19,U,GT3,T,1,2,1,2,1,no,no,no,no,yes,yes,no,4,5,2,2,2,4,3,yes
GP,F,19,U,LE3,T,3,2,2,2,1,no,yes,yes,no,yes,yes,yes,4,2,2,1,2,1,22,yes
GP,F,19,U,GT3,T,1,1,1,3,2,no,no,no,no,yes,yes,yes,4,1,2,1,1,3,14,yes
GP,F,19,R,GT3,T,2,3,1,3,1,no,no,no,no,yes,yes,yes,4,1,2,1,1,3,40,yes
GP,F,18,U,GT3,T,2,1,2,2,0,no,yes,yes,yes,yes,yes,no,5,3,3,1,2,1,0,no
GP,F,18,U,GT3,T,4,3,1,3,0,no,yes,yes,yes,yes,yes,yes,4,3,4,1,1,5,9,no
GP,F,17,R,GT3,T,3,4,1,3,0,no,yes,yes,yes,yes,yes,no,4,3,4,2,5,5,0,yes
GP,F,18,U,GT3,T,4,4,1,2,0,no,yes,yes,no,yes,yes,no,4,4,4,3,3,5,2,yes
GP,F,17,U,GT3,A,4,3,1,2,0,no,yes,yes,no,yes,yes,yes,5,2,2,1,2,5,23,yes
GP,F,17,U,GT3,T,2,2,1,2,0,no,yes,no,no,yes,no,yes,4,2,2,1,1,3,12,no
GP,F,17,R,LE3,T,2,2,1,3,0,no,yes,yes,yes,yes,yes,no,3,3,2,2,2,3,3,yes
GP,F,17,U,GT3,T,3,1,1,3,0,no,yes,no,no,yes,yes,no,3,4,3,2,3,5,1,yes
GP,F,17,U,LE3,T,0,2,2,3,0,no,no,no,no,yes,yes,no,3,3,3,2,3,2,0,yes
GP,M,18,U,GT3,T,4,4,1,3,0,no,no,no,yes,yes,yes,no,4,3,3,2,2,3,3,yes
GP,M,17,U,GT3,T,3,3,1,1,0,no,no,no,yes,yes,yes,no,4,3,5,3,5,5,3,yes
GP,M,17,R,GT3,T,2,2,4,1,0,no,yes,no,no,yes,yes,no,4,4,5,5,5,4,8,yes
GP,F,17,U,GT3,T,4,4,1,3,0,no,yes,yes,yes,yes,yes,no,5,4,4,1,3,4,7,no
GP,F,17,U,GT3,T,4,4,2,3,0,no,yes,yes,no,yes,yes,yes,4,3,3,1,2,4,4,yes
GP,M,18,U,LE3,T,2,2,1,4,0,no,yes,no,yes,yes,yes,no,4,5,5,2,4,5,2,no
GP,F,17,R,GT3,T,2,4,1,3,0,no,yes,no,no,yes,yes,yes,4,4,3,1,1,5,7,yes
GP,F,18,U,GT3,T,3,3,1,2,0,no,no,no,yes,yes,yes,no,5,3,4,1,1,4,0,no
GP,F,18,U,LE3,T,2,2,1,2,0,no,no,no,yes,yes,yes,yes,4,3,3,1,1,2,0,no
GP,F,18,R,GT3,T,2,2,2,4,0,no,no,no,yes,yes,no,no,4,4,4,1,1,4,0,no
GP,F,17,U,GT3,T,3,4,1,3,0,no,no,no,no,yes,yes,no,4,4,5,1,3,5,16,yes
GP,F,19,R,GT3,A,3,1,1,3,1,no,no,yes,no,yes,no,no,5,4,3,1,2,5,12,yes
GP,F,17,U,GT3,T,3,2,1,2,0,no,yes,yes,no,yes,yes,yes,4,3,2,2,3,2,0,no
GP,F,18,U,LE3,T,3,3,1,4,0,no,yes,no,no,yes,yes,no,5,3,3,1,1,1,7,yes
GP,F,17,R,GT3,A,3,2,1,2,0,no,yes,yes,no,yes,yes,no,4,3,3,2,3,2,4,yes
GP,F,19,U,GT3,T,2,1,1,3,1,no,no,yes,yes,yes,yes,yes,4,3,4,1,3,3,4,yes
GP,M,18,U,GT3,T,4,4,1,2,1,no,yes,no,yes,yes,yes,no,4,3,3,2,2,2,0,no
GP,M,18,U,LE3,T,3,4,1,2,0,no,no,no,yes,yes,yes,yes,4,3,3,1,3,5,11,yes
GP,F,17,U,GT3,A,2,2,1,2,1,no,yes,no,no,yes,yes,yes,3,3,1,1,2,4,0,no
GP,F,18,U,GT3,T,2,3,1,3,0,no,yes,no,no,yes,yes,no,4,3,3,1,2,3,4,yes
GP,F,18,U,GT3,T,3,2,1,3,0,no,no,no,no,yes,yes,yes,5,4,3,2,3,1,7,yes
GP,M,18,R,GT3,T,4,3,1,3,0,no,no,no,no,yes,yes,yes,5,3,2,1,2,4,9,yes
GP,M,18,U,GT3,T,4,3,1,3,0,no,yes,yes,no,yes,yes,yes,5,4,5,2,3,5,0,no
GP,F,17,U,GT3,T,4,3,1,3,0,no,yes,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,yes
MS,M,18,R,GT3,T,3,2,2,1,1,no,yes,no,no,yes,yes,no,2,5,5,5,5,5,10,yes
MS,M,19,R,GT3,T,1,1,3,2,3,no,no,no,no,yes,yes,no,5,4,4,3,3,2,8,no
MS,M,17,U,GT3,T,3,3,2,2,0,no,yes,yes,no,yes,yes,no,4,5,4,2,3,3,2,yes
MS,M,18,U,LE3,T,1,3,1,1,1,no,no,no,no,no,yes,yes,4,3,3,2,3,3,7,no
MS,M,19,R,GT3,T,1,1,3,1,1,no,yes,no,no,yes,yes,no,4,4,4,3,3,5,4,no
MS,M,17,R,GT3,T,4,3,2,2,0,no,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,yes
MS,F,18,U,GT3,T,3,3,1,2,0,no,yes,no,no,yes,no,yes,5,3,4,1,1,5,0,no
MS,F,17,R,GT3,T,4,4,2,2,0,no,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,4,yes
MS,F,17,U,LE3,A,3,2,2,2,0,no,no,no,no,yes,no,yes,1,2,3,1,2,5,2,yes
MS,M,18,U,LE3,T,1,1,2,1,0,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,4,yes
MS,F,18,U,LE3,T,1,1,2,3,0,no,no,no,no,yes,yes,no,5,3,2,1,1,4,0,yes
MS,F,18,R,LE3,A,1,4,3,2,0,no,no,no,no,yes,no,yes,4,3,4,1,4,5,0,yes
MS,M,18,R,LE3,T,1,1,2,2,1,no,no,no,yes,no,no,no,4,4,3,2,3,5,2,yes
MS,F,18,U,GT3,T,3,3,2,2,0,no,yes,no,no,yes,yes,yes,4,3,2,1,3,3,0,yes
MS,F,17,U,LE3,T,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,2,3,4,1,1,1,0,yes
MS,F,17,R,GT3,T,1,2,2,2,0,no,no,no,no,yes,no,no,3,2,2,1,2,3,0,yes
MS,M,18,R,GT3,T,1,3,2,2,0,no,yes,yes,no,yes,no,no,3,3,4,2,4,3,4,yes
MS,M,18,U,LE3,T,4,4,2,3,0,no,no,yes,no,yes,yes,yes,4,2,2,2,2,5,0,yes
MS,F,17,R,GT3,T,1,1,3,1,1,no,yes,yes,no,yes,yes,yes,5,2,1,1,2,1,0,no
MS,F,18,U,GT3,T,2,3,2,1,0,no,yes,yes,no,yes,yes,yes,5,2,3,1,2,4,0,yes
MS,F,18,R,GT3,T,4,4,3,2,0,no,yes,yes,no,yes,yes,yes,3,2,2,4,2,5,10,yes
MS,F,19,U,LE3,T,3,2,2,2,2,no,no,no,yes,yes,no,yes,3,2,2,1,1,3,4,no
MS,M,18,R,LE3,T,1,2,3,1,0,no,yes,yes,yes,no,yes,yes,4,3,3,2,3,3,3,yes
MS,F,17,U,GT3,T,2,2,1,3,0,no,no,no,yes,yes,no,yes,3,4,3,1,1,3,8,yes
MS,F,17,R,GT3,T,1,2,1,1,0,no,no,no,yes,yes,yes,no,3,5,5,1,3,1,14,no
MS,F,18,R,LE3,T,4,4,2,3,0,no,no,no,no,yes,yes,no,5,4,4,1,1,1,0,yes
MS,F,18,R,GT3,T,1,1,4,3,0,no,no,no,no,yes,yes,no,4,3,2,1,2,4,2,yes
MS,F,20,U,GT3,T,4,2,2,3,2,no,yes,yes,no,yes,yes,yes,5,4,3,1,1,3,4,yes
MS,F,18,R,LE3,T,4,4,1,2,0,no,no,yes,yes,yes,yes,no,5,4,3,3,4,2,4,yes
MS,F,18,U,GT3,T,3,3,1,2,0,no,no,yes,no,yes,yes,yes,4,1,3,1,2,1,0,yes
MS,F,17,R,GT3,T,3,1,1,2,0,no,yes,yes,yes,yes,yes,no,4,5,4,2,3,1,17,yes
MS,M,18,U,GT3,T,4,4,1,2,0,no,no,yes,yes,yes,yes,no,3,2,4,1,4,2,4,yes
MS,M,18,R,GT3,T,2,1,2,1,0,no,no,no,yes,yes,yes,yes,4,4,3,1,3,5,5,no
MS,M,17,U,GT3,T,2,3,2,2,0,no,no,no,yes,yes,yes,no,4,4,3,1,1,3,2,yes
MS,M,19,R,GT3,T,1,1,2,1,1,no,no,no,no,yes,no,no,4,3,2,1,3,5,0,no
MS,M,18,R,GT3,T,4,2,2,1,1,no,no,yes,no,yes,no,no,5,4,3,4,3,3,14,no
MS,F,18,R,GT3,T,2,2,2,3,0,no,no,yes,no,yes,no,no,5,3,3,1,3,4,2,yes
MS,F,18,R,GT3,T,4,4,3,1,0,no,yes,yes,yes,yes,yes,yes,4,4,3,2,2,5,7,no
MS,F,19,R,GT3,T,2,3,1,3,1,no,no,no,yes,yes,yes,no,5,4,2,1,2,5,0,no
MS,F,18,U,LE3,T,3,1,1,2,0,no,yes,yes,no,yes,yes,no,4,3,4,1,1,1,0,no
MS,F,18,U,GT3,T,1,1,2,2,1,no,no,no,yes,yes,no,no,1,1,1,1,1,5,0,no
MS,M,20,U,LE3,A,2,2,1,2,2,no,yes,yes,no,yes,no,no,5,5,4,4,5,4,11,no
MS,M,17,U,LE3,T,3,1,2,1,0,no,no,no,no,yes,yes,no,2,4,5,3,4,2,3,yes
MS,M,21,R,GT3,T,1,1,1,1,3,no,no,no,no,yes,no,no,5,5,3,3,3,3,3,no
MS,M,18,R,LE3,T,3,2,3,1,0,no,no,no,no,yes,yes,no,4,4,1,3,4,5,0,yes
MS,M,19,U,LE3,T,1,1,1,1,0,no,no,no,no,yes,yes,no,3,2,3,3,3,5,5,no
